LOCAL;DATA;HORA;Temp. Ins. (C);TEMP MAX;Temp. Min. (C);Umi. Ins. (%);Umi. Max. (%);Umi. Min. (%);PA INST;Pressao Max. (hPa);Pressao Min. (hPa);VEL VEN MED;Dir. Vento (m/s);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm)
PALMEIRA DOS INDIOS;04/11/2023;100;25,2;25,5;25,2;89;89;88;980,8;980,9;980,7;4;77;8,3;;0
PALMEIRA DOS INDIOS;04/11/2023;200;24,9;25,2;24,9;89;89;89;979,9;980,8;979,9;4,1;65;9;;0
PALMEIRA DOS INDIOS;04/11/2023;300;24,6;24,9;24,6;91;91;89;979,4;979,9;979,4;3,7;54;8,5;;0
PALMEIRA DOS INDIOS;04/11/2023;400;24,5;24,6;24,3;90;92;90;978,9;979,4;978,9;2,5;110;7,6;;0
PALMEIRA DOS INDIOS;04/11/2023;500;24,1;24,5;24,1;90;90;90;978,7;978,9;978,7;1,8;146;5,7;;0
PALMEIRA DOS INDIOS;04/11/2023;600;23,8;24,1;23,8;90;90;89;979;979;978,7;2,2;126;5,7;;0
PALMEIRA DOS INDIOS;04/11/2023;700;24,2;24,2;23,8;88;90;88;979,3;979,3;979;1,3;138;4,6;;0
PALMEIRA DOS INDIOS;04/11/2023;800;24,1;24,2;23,8;87;88;87;979,7;979,8;979,3;2,1;54;5,1;;0
PALMEIRA DOS INDIOS;04/11/2023;900;25;25;24;84;87;83;980,4;980,4;979,6;2,6;86;6;255,4;0
PALMEIRA DOS INDIOS;04/11/2023;1000;27,7;27,7;25;73;84;73;980,9;980,9;980,3;3,1;358;8,2;1189,7;0
PALMEIRA DOS INDIOS;04/11/2023;1100;29,4;30,1;27,6;63;73;62;981,3;981,3;980,9;3,4;23;8,6;1799,7;0
PALMEIRA DOS INDIOS;04/11/2023;1200;31,5;31,5;29,3;59;64;57;981,1;981,4;981,1;2,6;53;8,6;2801,2;0
PALMEIRA DOS INDIOS;04/11/2023;1300;31,7;33;31,1;54;59;52;980,7;981,2;980,7;1,6;66;5,6;3377,8;0
PALMEIRA DOS INDIOS;04/11/2023;1400;31,9;33,1;31,5;56;58;53;980,1;980,7;980,1;2;30;5,6;1930,9;0
PALMEIRA DOS INDIOS;04/11/2023;1500;32,6;33,5;31,8;56;57;52;979,2;980,1;979,2;2,6;62;6,1;2275,6;0
PALMEIRA DOS INDIOS;04/11/2023;1600;32,9;35,2;32,6;54;56;49;978,2;979,2;978,2;3,3;155;9,1;3076,7;0
PALMEIRA DOS INDIOS;04/11/2023;1700;34,6;35;32,6;51;55;49;977,4;978,2;977,4;2;55;6,3;2356,5;0
PALMEIRA DOS INDIOS;04/11/2023;1800;34,1;34,7;33;51;55;50;976,5;977,4;976,5;2,9;66;8,1;2166;0
PALMEIRA DOS INDIOS;04/11/2023;1900;32,9;34,7;32,6;55;56;50;976,5;976,5;976,3;3,4;54;8,4;1280,3;0
PALMEIRA DOS INDIOS;04/11/2023;2000;31,1;33,1;31,1;65;65;55;976,7;976,7;976,5;4,2;67;7,8;472,3;0
PALMEIRA DOS INDIOS;04/11/2023;2100;28,6;31,1;28,6;79;79;65;977,7;977,8;976,7;3,5;67;8,8;18,6;0
PALMEIRA DOS INDIOS;04/11/2023;2200;26,8;28,6;26,8;88;88;79;978,4;978,4;977,8;3,7;117;7,3;;0
PALMEIRA DOS INDIOS;04/11/2023;2300;25,9;26,8;25,9;90;90;88;979,3;979,3;978,4;3,9;89;7,1;;0
PALMEIRA DOS INDIOS;05/11/2023;0;25,3;25,9;25,3;93;93;90;979,4;979,4;979,3;3,6;83;7,1;;0
PALMEIRA DOS INDIOS;05/11/2023;100;25,3;25,5;25,1;93;95;93;979,3;979,4;979,3;4,2;111;7;;0
PALMEIRA DOS INDIOS;05/11/2023;200;24,8;25,3;24,8;95;95;93;978,9;979,3;978,9;4,1;97;7,2;;0
PALMEIRA DOS INDIOS;05/11/2023;300;24,7;24,9;24,7;94;95;93;978,5;978,9;978,5;4;81;8;;0
PALMEIRA DOS INDIOS;05/11/2023;400;25,1;25,2;24,6;90;94;90;977,8;978,5;977,8;2,9;42;6,9;;0
PALMEIRA DOS INDIOS;05/11/2023;500;24,5;25,1;24,5;91;91;89;977,9;978;977,8;2,3;46;6,2;;0
PALMEIRA DOS INDIOS;05/11/2023;600;24,6;24,6;24,4;91;91;91;977,5;977,9;977,4;1,9;44;4,5;;0
PALMEIRA DOS INDIOS;05/11/2023;700;24,3;24,6;24,3;92;92;91;977,6;977,6;977,5;2,1;151;4,5;;0
PALMEIRA DOS INDIOS;05/11/2023;800;24,5;24,5;24,2;90;93;90;978,3;978,3;977,6;1,4;300;3,8;;0
PALMEIRA DOS INDIOS;05/11/2023;900;26;26,1;24,5;83;90;83;979;979;978,3;1,9;134;5,4;301,5;0
PALMEIRA DOS INDIOS;05/11/2023;1000;27,8;28,1;25,9;76;83;76;979,6;979,7;979;2,8;73;5,7;1172,8;0
PALMEIRA DOS INDIOS;05/11/2023;1100;29,8;30;27,6;69;77;68;979,8;979,9;979,6;3;70;7,2;2058,8;0
PALMEIRA DOS INDIOS;05/11/2023;1200;30,6;31,9;29,6;64;70;62;979,7;979,8;979,7;1,9;66;7,2;2853,7;0
PALMEIRA DOS INDIOS;05/11/2023;1300;32,5;32,9;30,3;60;65;57;979,2;979,7;979,1;2;61;5,4;3315,5;0
PALMEIRA DOS INDIOS;05/11/2023;1400;32,7;33,7;31,8;59;61;54;978,5;979,2;978,5;3,2;64;6,3;3362,9;0
PALMEIRA DOS INDIOS;05/11/2023;1500;34,4;34,5;32,3;53;58;52;977,5;978,5;977,4;2,8;50;7,9;3294,5;0
PALMEIRA DOS INDIOS;05/11/2023;1600;34,9;36;33,9;51;54;49;976,7;977,5;976,7;3,3;67;6,1;3153,7;0
PALMEIRA DOS INDIOS;05/11/2023;1700;34,1;35,9;33,6;53;54;49;976,2;976,7;976,2;3;61;7,5;2440,5;0
PALMEIRA DOS INDIOS;05/11/2023;1800;34,4;35,4;34;51;53;50;975,8;976,3;975,8;2,7;66;6,3;1769,3;0
PALMEIRA DOS INDIOS;05/11/2023;1900;33,7;35,1;33,6;57;57;49;976;976;975,8;4,7;66;7,6;1388,7;0
PALMEIRA DOS INDIOS;05/11/2023;2000;31,2;33,7;31,2;67;67;57;977;977;976;3,6;71;8,8;454,9;0
PALMEIRA DOS INDIOS;05/11/2023;2100;28,8;31,2;28,8;78;79;67;978;978;977;3,5;64;8;18;0
PALMEIRA DOS INDIOS;05/11/2023;2200;27,1;28,8;27,1;84;84;78;978,8;978,8;978;3,6;90;8;;0
PALMEIRA DOS INDIOS;05/11/2023;2300;26,1;27,1;26,1;87;87;84;979,7;979,7;978,8;3,8;103;7,4;;0
PALMEIRA DOS INDIOS;06/11/2023;0;25,6;26,1;25,6;88;88;87;981;981;979,7;4;102;7,2;;0
PALMEIRA DOS INDIOS;06/11/2023;100;25,3;25,6;25,3;88;88;88;980,9;981,1;980,9;5,1;78;11;;0
PALMEIRA DOS INDIOS;06/11/2023;200;24,6;25,3;24,6;89;90;88;980,4;980,9;980,4;5,1;79;9,6;;0
PALMEIRA DOS INDIOS;06/11/2023;300;24,4;24,6;24,3;86;89;86;980;980,4;980;3,9;84;10,2;;0
PALMEIRA DOS INDIOS;06/11/2023;400;24,7;24,8;24,2;85;87;84;979,4;980,1;979,3;3,8;55;9,1;;0
PALMEIRA DOS INDIOS;06/11/2023;500;24,7;24,7;24,5;85;86;85;979,1;979,4;979,1;3,5;71;8,4;;0
PALMEIRA DOS INDIOS;06/11/2023;600;24;24,7;24;88;88;85;979,4;979,5;979,1;1,6;140;6,7;;0
PALMEIRA DOS INDIOS;06/11/2023;700;23,3;24,1;23,3;92;92;88;980,3;980,3;979,4;0,3;165;4,4;;0
PALMEIRA DOS INDIOS;06/11/2023;800;22,1;23,4;22,1;98;98;92;980,8;980,8;980,3;1,3;328;2,3;;0
PALMEIRA DOS INDIOS;06/11/2023;900;24,8;24,8;22,1;88;98;88;981,4;981,4;980,7;2,2;24;4,2;338,5;0
PALMEIRA DOS INDIOS;06/11/2023;1000;26,3;26,7;24,7;80;89;80;982,1;982,1;981,4;4,4;70;7,3;1088,6;0
PALMEIRA DOS INDIOS;06/11/2023;1100;28,1;28,4;26,2;71;82;70;982,1;982,2;982,1;5,1;92;8,8;2097,9;0
PALMEIRA DOS INDIOS;06/11/2023;1200;29,7;30,5;28,1;60;71;58;982;982,1;981,9;5,1;79;9,2;2532;0
PALMEIRA DOS INDIOS;06/11/2023;1300;30,9;31,5;29,8;57;60;54;981,8;982,2;981,8;3,5;63;9,2;3157,2;0
PALMEIRA DOS INDIOS;06/11/2023;1400;31,9;32,4;30,4;54;58;53;981,1;981,8;981,1;4,7;78;9,6;2722,2;0
PALMEIRA DOS INDIOS;06/11/2023;1500;32,4;33,4;31,5;55;56;48;980;981;980;4,1;64;9,3;2772,5;0
PALMEIRA DOS INDIOS;06/11/2023;1600;32,6;33,6;31,8;51;55;50;979,2;980;979,2;2,8;61;8,8;2282,6;0
PALMEIRA DOS INDIOS;06/11/2023;1700;33,1;33,9;32;52;53;50;978,8;979,2;978,8;4;66;10,1;2078,5;0
PALMEIRA DOS INDIOS;06/11/2023;1800;33,2;33,6;31,9;51;55;50;978,5;978,8;978,3;4,5;81;8,4;1670,9;0
PALMEIRA DOS INDIOS;06/11/2023;1900;31,6;33,1;31,6;55;55;51;978,9;978,9;978,5;4,4;70;8,6;1017,7;0
PALMEIRA DOS INDIOS;06/11/2023;2000;29,9;31,6;29,9;66;66;55;979,6;979,6;978,9;3,8;70;7,9;277;0
PALMEIRA DOS INDIOS;06/11/2023;2100;27,5;29,9;27,5;75;75;66;980,8;980,8;979,7;3,1;69;7,9;15,6;0
PALMEIRA DOS INDIOS;06/11/2023;2200;26,1;27,5;26,1;84;84;75;981,5;981,5;980,8;3,8;137;7,8;;0
PALMEIRA DOS INDIOS;06/11/2023;2300;25,2;26,1;25,2;86;86;84;982,6;982,6;981,5;2,8;127;6,8;;0
PALMEIRA DOS INDIOS;07/11/2023;0;24,6;25,2;24,6;90;90;86;983,1;983,1;982,6;3,3;91;7,6;;0
PALMEIRA DOS INDIOS;07/11/2023;100;24,3;24,6;24,3;92;92;90;983,3;983,4;983,1;3,8;124;6,8;;0
PALMEIRA DOS INDIOS;07/11/2023;200;23,7;24,3;23,7;95;95;92;982,9;983,4;982,9;3,7;82;6,8;;0
PALMEIRA DOS INDIOS;07/11/2023;300;23,5;23,7;23,5;96;96;94;982,2;982,9;982,2;3,8;76;6,7;;0
PALMEIRA DOS INDIOS;07/11/2023;400;23;23,5;23;98;98;96;981,8;982,2;981,8;2,8;102;5,3;;0
PALMEIRA DOS INDIOS;07/11/2023;500;22,8;23;22,8;98;99;97;981,7;981,8;981,6;2,6;66;5;;0
PALMEIRA DOS INDIOS;07/11/2023;600;22,7;22,8;22,6;98;98;97;981,8;981,8;981,6;2,1;139;4,9;;0
PALMEIRA DOS INDIOS;07/11/2023;700;22,5;22,7;22,5;99;99;98;982,1;982,3;981,8;2,6;82;3,9;;0
PALMEIRA DOS INDIOS;07/11/2023;800;23,2;23,2;22,5;94;99;94;982,5;982,5;982,1;2,6;153;4,1;;0
PALMEIRA DOS INDIOS;07/11/2023;900;23,9;23,9;23,2;90;94;90;982,9;982,9;982,5;2,6;103;5;166,5;0
PALMEIRA DOS INDIOS;07/11/2023;1000;26,3;26,6;23,9;76;90;76;983,4;983,4;982,9;4,2;95;7,6;1103,2;0
PALMEIRA DOS INDIOS;07/11/2023;1100;27,1;27,7;26,3;73;76;71;983,7;983,7;983,4;4,3;59;8,2;1803,2;0
PALMEIRA DOS INDIOS;07/11/2023;1200;29,3;29,7;26,9;61;75;59;983,4;983,7;983,4;4,6;64;8,8;2917,8;0
PALMEIRA DOS INDIOS;07/11/2023;1300;31,1;31,3;29,4;49;61;49;983,1;983,5;983,1;4,1;57;8,8;3478,7;0
PALMEIRA DOS INDIOS;07/11/2023;1400;31,9;32,6;30,8;49;51;45;982,4;983,1;982,3;4;64;9;3919,9;0
PALMEIRA DOS INDIOS;07/11/2023;1500;33,2;33,6;31,5;45;50;45;981,4;982,4;981,3;4,7;66;9;3287,6;0
PALMEIRA DOS INDIOS;07/11/2023;1600;33,1;34,1;31,5;43;48;42;980,4;981,4;980,4;3,3;67;10,1;3346,7;0
PALMEIRA DOS INDIOS;07/11/2023;1700;32,5;33,3;31,7;47;51;43;979,8;980,4;979,8;2,8;66;7,6;1430,6;0
PALMEIRA DOS INDIOS;07/11/2023;1800;32,4;32,9;31;51;55;47;979,8;979,9;979,7;4,2;69;8,6;1073,6;0
PALMEIRA DOS INDIOS;07/11/2023;1900;31,2;32,5;30,9;58;58;51;980,2;980,2;979,7;4,3;70;9,6;1495,3;0
PALMEIRA DOS INDIOS;07/11/2023;2000;28,8;31,2;28,7;67;67;58;981,3;981,3;980,2;4,1;61;8,3;516,4;0
PALMEIRA DOS INDIOS;07/11/2023;2100;26,7;28,8;26,7;77;77;67;982,2;982,2;981,3;3,3;67;8,4;19,6;0
PALMEIRA DOS INDIOS;07/11/2023;2200;25,5;26,7;25,5;81;82;77;983,1;983,1;982,2;3,4;125;7,3;;0
PALMEIRA DOS INDIOS;07/11/2023;2300;24,6;25,5;24,6;85;85;81;983,8;983,8;983,1;2,5;97;6,7;;0
PALMEIRA DOS INDIOS;08/11/2023;0;23,7;24,6;23,7;89;89;85;984,6;984,6;983,8;1,6;139;4,7;;0
PALMEIRA DOS INDIOS;08/11/2023;100;23;23,8;23;94;94;89;984,7;984,8;984,6;1,7;56;3;;0
PALMEIRA DOS INDIOS;08/11/2023;200;22,6;23;22,6;98;98;94;984,3;984,7;984,3;1,4;128;3,1;;0
PALMEIRA DOS INDIOS;08/11/2023;300;22,4;22,6;22,4;100;100;98;983,7;984,3;983,7;1,4;53;2,1;;0
PALMEIRA DOS INDIOS;08/11/2023;400;22,3;22,4;22,2;;;;983,5;983,7;983,5;0,9;45;2,6;;0
PALMEIRA DOS INDIOS;08/11/2023;500;22;22,3;22;;;;983;983,5;983;0,8;53;2,3;;0
PALMEIRA DOS INDIOS;08/11/2023;600;21,7;22;21,7;;;;983;983,1;982,9;0;52;1,9;;0
PALMEIRA DOS INDIOS;08/11/2023;700;21,7;21,9;21,7;;;;983,5;983,5;983;1;298;2,1;;0
PALMEIRA DOS INDIOS;08/11/2023;800;21,4;21,8;21,4;;;;983,6;983,7;983,5;0;56;1,8;;0
PALMEIRA DOS INDIOS;08/11/2023;900;23,7;23,7;21,4;97;;;983,6;983,7;983,6;2,2;103;3,5;323,2;0
PALMEIRA DOS INDIOS;08/11/2023;1000;25,6;25,9;23,7;81;97;81;984,3;984,3;983,6;3,8;61;7,3;1212,8;0
PALMEIRA DOS INDIOS;08/11/2023;1100;27,5;28,3;25,5;74;81;70;984,6;984,6;984,3;3,5;59;7,3;1805,5;0
PALMEIRA DOS INDIOS;08/11/2023;1200;29,8;29,8;27,5;59;73;59;984,6;984,8;984,5;3,6;76;8;2419;0
PALMEIRA DOS INDIOS;08/11/2023;1300;30,9;31;29,2;52;61;52;984;984,6;984;3,3;67;8;3184;0
PALMEIRA DOS INDIOS;08/11/2023;1400;31,4;32,7;29,6;50;57;46;983,3;984;983,3;2,9;63;9,8;3805,1;0
PALMEIRA DOS INDIOS;08/11/2023;1500;32,9;33,4;31,3;44;50;43;982,4;983,3;982,4;3,4;70;8,6;3773,8;0
PALMEIRA DOS INDIOS;08/11/2023;1600;32,3;33,7;31,9;46;48;42;981,8;982,5;981,7;3,4;70;7,7;2852,1;0
PALMEIRA DOS INDIOS;08/11/2023;1700;31,9;33,4;31,4;49;49;45;981;981,8;981;3,7;71;8,2;1513,9;0
PALMEIRA DOS INDIOS;08/11/2023;1800;31,2;32,7;31,2;51;51;46;980,8;981,1;980,8;4,5;129;8,9;1953,9;0
PALMEIRA DOS INDIOS;08/11/2023;1900;30,8;32,1;30,7;52;52;48;981,3;981,3;980,7;3,7;93;8,2;1366,1;0
PALMEIRA DOS INDIOS;08/11/2023;2000;28,9;30,8;28,9;59;59;52;982,2;982,2;981,2;3,7;101;8,1;481,4;0
PALMEIRA DOS INDIOS;08/11/2023;2100;26,5;28,8;26,5;71;71;59;983,2;983,2;982,2;2,5;118;7,2;16,2;0
PALMEIRA DOS INDIOS;08/11/2023;2200;25;26,5;25;82;82;71;984,1;984,1;983,2;2,4;72;6,4;;0
PALMEIRA DOS INDIOS;08/11/2023;2300;23,9;25;23,9;87;87;82;984,5;984,5;984,1;1;99;4,9;;0
PALMEIRA DOS INDIOS;09/11/2023;0;23,2;23,9;23,2;91;91;87;984,9;984,9;984,5;1,3;335;2,7;;0
PALMEIRA DOS INDIOS;09/11/2023;100;23;23,2;23;95;95;91;984,9;985;984,8;2,2;64;3,9;;0
PALMEIRA DOS INDIOS;09/11/2023;200;22,5;23;22,5;98;98;95;984,4;984,9;984,4;2,1;66;3,9;;0
PALMEIRA DOS INDIOS;09/11/2023;300;22,4;22,5;22,3;;100;98;983,6;984,4;983,6;1,9;66;3,4;;0
PALMEIRA DOS INDIOS;09/11/2023;400;22,4;22,4;22,2;;;;983;983,6;983;1,3;62;2,8;;0
PALMEIRA DOS INDIOS;09/11/2023;500;22,7;23;22,4;99;100;98;982,6;983;982,4;2;100;4,1;;0
PALMEIRA DOS INDIOS;09/11/2023;600;22,3;22,7;22,3;;;;983;983;982,4;1;138;3,6;;0
PALMEIRA DOS INDIOS;09/11/2023;700;21,8;22,3;21,7;;;;983,1;983,1;982,8;2,2;27;3,2;;0
PALMEIRA DOS INDIOS;09/11/2023;800;22;22;21,8;;;;983,6;983,6;983,1;2,5;92;4,2;;0
PALMEIRA DOS INDIOS;09/11/2023;900;23,8;23,9;22;93;;;983,6;983,7;983,5;3,9;69;6,7;333,3;0
PALMEIRA DOS INDIOS;09/11/2023;1000;25,8;25,8;23,8;81;93;81;984,5;984,5;983,6;5;73;8,5;1192,9;0
PALMEIRA DOS INDIOS;09/11/2023;1100;27,3;27,7;25,5;72;81;71;984,6;984,6;984,5;5,2;91;9,4;2035,5;0
PALMEIRA DOS INDIOS;09/11/2023;1200;28,9;28,9;27;64;72;64;984,6;984,8;984,6;4,9;67;9,4;1884,6;0
PALMEIRA DOS INDIOS;09/11/2023;1300;29,4;31;28,3;64;65;60;984,1;984,6;984,1;4,4;69;9,2;2858,5;0
PALMEIRA DOS INDIOS;09/11/2023;1400;31,5;31,6;29;55;65;55;983,6;984,1;983,6;4,7;72;8,9;2762,7;0
PALMEIRA DOS INDIOS;09/11/2023;1500;31,8;32,3;30,6;51;58;49;982,5;983,6;982,5;4,4;62;9,4;3324,4;0
PALMEIRA DOS INDIOS;09/11/2023;1600;32,1;33,2;30,7;48;53;47;981,1;982,5;981,1;5,3;64;9,5;2986,1;0
PALMEIRA DOS INDIOS;09/11/2023;1700;32,2;32,8;31,5;47;52;46;980,1;981,1;980,1;5,4;66;11,6;2914,6;0
PALMEIRA DOS INDIOS;09/11/2023;1800;32,2;32,5;31,5;46;50;45;980,1;980,2;979,9;5,1;68;10,3;2379;0
PALMEIRA DOS INDIOS;09/11/2023;1900;30,9;32,2;30,6;51;51;46;980,6;980,6;980,1;4;66;9,8;1338,8;0
PALMEIRA DOS INDIOS;09/11/2023;2000;29,4;31;29,4;52;52;50;981,2;981,2;980,6;4,1;66;8,4;531,7;0
PALMEIRA DOS INDIOS;09/11/2023;2100;27,5;29,4;27,5;57;57;52;982,1;982,1;981,2;3,1;139;7,7;17,2;0
PALMEIRA DOS INDIOS;09/11/2023;2200;25,8;27,5;25,8;69;69;57;983;983;982,1;2,4;138;6,4;;0
PALMEIRA DOS INDIOS;09/11/2023;2300;24,3;25,8;24,3;81;81;69;983,8;983,8;983;2,2;49;5,3;;0
PALMEIRA DOS INDIOS;10/11/2023;0;23,6;24,3;23,5;89;89;81;984,3;984,3;983,8;2,4;60;5;;0
PALMEIRA DOS INDIOS;10/11/2023;100;22,8;23,6;22,8;93;93;89;984,5;984,5;984,3;2,1;67;5;;0
PALMEIRA DOS INDIOS;10/11/2023;200;22,6;22,9;22,6;94;94;93;984,3;984,6;984,3;2,1;138;4,9;;0
PALMEIRA DOS INDIOS;10/11/2023;300;22;22,6;21,9;97;97;94;983,6;984,3;983,6;2;101;3,5;;0
PALMEIRA DOS INDIOS;10/11/2023;400;21,6;22;21,5;99;99;96;983,3;983,6;983,2;1,9;131;3;;0
PALMEIRA DOS INDIOS;10/11/2023;500;21,4;21,9;21,4;99;99;98;983,4;983,4;983,3;0;58;3,3;;0
PALMEIRA DOS INDIOS;10/11/2023;600;21,3;21,5;21,2;;100;99;983,9;983,9;983,4;0;41;0,8;;0
PALMEIRA DOS INDIOS;10/11/2023;700;20,6;21,3;20,5;;;;984,2;984,2;983,9;0;63;0,9;;0
PALMEIRA DOS INDIOS;10/11/2023;800;20,6;20,9;20,6;;;;984,2;984,3;984;1,4;131;2,3;;0
PALMEIRA DOS INDIOS;10/11/2023;900;;;;;;;;;;;;;;
PALMEIRA DOS INDIOS;10/11/2023;1000;;;;;;;;;;;;;;
PALMEIRA DOS INDIOS;10/11/2023;1100;;;;;;;;;;;;;;
PALMEIRA DOS INDIOS;10/11/2023;1200;29,8;29,9;26,2;60;76;60;985;985,2;984,9;5,1;70;11,4;3125,6;0
PALMEIRA DOS INDIOS;10/11/2023;1300;29,8;30,5;28,2;55;64;55;984,5;985;984,5;5,9;130;11,9;3097,1;0
PALMEIRA DOS INDIOS;10/11/2023;1400;30,4;31,8;29,8;53;57;51;983,9;984,7;983,9;6,6;74;11,9;3609;0
PALMEIRA DOS INDIOS;10/11/2023;1500;32,2;32,5;30,3;47;54;45;982,7;983,9;982,7;6,3;56;11,5;2915,8;0
PALMEIRA DOS INDIOS;10/11/2023;1600;32,6;32,9;31,5;45;50;44;981,7;982,8;981,7;5,3;64;12,6;3237,2;0
PALMEIRA DOS INDIOS;10/11/2023;1700;33;33,2;31,7;44;47;43;981,1;981,7;981;5,1;69;12,6;2899,2;0
PALMEIRA DOS INDIOS;10/11/2023;1800;31,8;33;31,8;46;49;42;980,8;981,1;980,7;5,2;61;10,3;2267;0
PALMEIRA DOS INDIOS;10/11/2023;1900;30,2;32,2;30,2;53;53;45;981,1;981,1;980,7;6,1;67;11,1;1425,4;0
PALMEIRA DOS INDIOS;10/11/2023;2000;28,4;30,5;28,4;60;61;53;981,5;981,5;981,1;4,7;141;11,1;531,2;0
PALMEIRA DOS INDIOS;10/11/2023;2100;26,5;28,4;26,5;67;67;60;982,4;982,4;981,5;3,9;71;9,9;18,7;0
PALMEIRA DOS INDIOS;10/11/2023;2200;25,1;26,5;25;79;79;67;983,1;983,1;982,4;3,9;139;7,8;;0
PALMEIRA DOS INDIOS;10/11/2023;2300;24;25,1;24;87;87;79;984;984;983,1;4;95;7,1;;0
PALMEIRA DOS INDIOS;11/11/2023;0;23,5;24;23,4;92;92;87;984,7;984,7;984;2,9;134;8,5;;0
PALMEIRA DOS INDIOS;11/11/2023;100;23,1;23,5;23,1;93;93;91;984,4;984,7;984,4;3,4;84;6,3;;0
PALMEIRA DOS INDIOS;11/11/2023;200;22,5;23,1;22,5;95;95;93;984,1;984,5;984,1;2,2;60;6,9;;0
PALMEIRA DOS INDIOS;11/11/2023;300;22;22,5;22;98;98;95;983,3;984,1;983,3;2;61;4,1;;0
PALMEIRA DOS INDIOS;11/11/2023;400;21,9;22,1;21,9;99;99;98;982,5;983,3;982,5;2,3;65;4,2;;0
PALMEIRA DOS INDIOS;11/11/2023;500;21,4;21,9;21,4;;100;99;982;982,5;982;1,2;187;4,2;;0
PALMEIRA DOS INDIOS;11/11/2023;600;21,3;21,4;21,1;;;;982,1;982,1;981,9;0,5;127;2,3;;0
PALMEIRA DOS INDIOS;11/11/2023;700;20,9;21,4;20,8;;;;982,1;982,1;982;1,7;70;2,6;;0
PALMEIRA DOS INDIOS;11/11/2023;800;21,3;21,3;20,7;;;;982,4;982,4;981,9;1,7;145;3,3;;0
PALMEIRA DOS INDIOS;11/11/2023;900;22,8;22,8;21,3;98;;;983;983;982,4;1,6;141;3;233,3;0
PALMEIRA DOS INDIOS;11/11/2023;1000;25,1;25,2;22,8;81;98;81;983,4;983,4;983;4,5;39;8,5;1206,4;0
PALMEIRA DOS INDIOS;11/11/2023;1100;26,6;26,7;25;71;83;71;983,9;984;983,4;6,2;52;9,5;1679,5;0
PALMEIRA DOS INDIOS;11/11/2023;1200;28,5;28,9;26,2;64;73;62;984;984,2;983,9;4,3;66;10,3;2334,2;0
PALMEIRA DOS INDIOS;11/11/2023;1300;29,8;30,3;27,9;58;65;56;983,6;984;983,5;5,1;65;10,7;2388,4;0
PALMEIRA DOS INDIOS;11/11/2023;1400;30,9;31,4;29,5;53;59;52;982,9;983,6;982,9;5,6;59;10,7;3587,2;0
PALMEIRA DOS INDIOS;11/11/2023;1500;31,3;32,4;30,2;51;54;48;981,9;982,9;981,9;5,1;67;10,7;3106,6;0
PALMEIRA DOS INDIOS;11/11/2023;1600;31,9;32,9;30,9;45;51;44;981;981,9;980,9;5,3;68;11,3;2829,5;0
PALMEIRA DOS INDIOS;11/11/2023;1700;31,2;33,1;30,9;47;47;42;980,3;981;980,3;4,7;66;11,3;2917,5;0
PALMEIRA DOS INDIOS;11/11/2023;1800;31,2;32,1;30,6;49;50;45;979,9;980,3;979,8;4,8;68;11;1848,5;0
PALMEIRA DOS INDIOS;11/11/2023;1900;29,7;31,2;29,7;51;52;49;980,1;980,1;979,9;4,9;72;11;1388,2;0
PALMEIRA DOS INDIOS;11/11/2023;2000;27,9;29,9;27,9;62;62;51;980,3;980,4;980;5;70;9,8;542,7;0
PALMEIRA DOS INDIOS;11/11/2023;2100;25,9;27,9;25,9;73;73;62;981;981;980,3;3,4;70;9,5;18,3;0
PALMEIRA DOS INDIOS;11/11/2023;2200;24,6;25,9;24,6;79;79;73;981,8;981,8;981,1;2,3;69;6,5;;0
PALMEIRA DOS INDIOS;11/11/2023;2300;23,4;24,6;23,4;83;83;79;982,6;982,6;981,8;1,1;66;3,8;;0
PALMEIRA DOS INDIOS;12/11/2023;0;22,4;23,4;22,4;88;88;83;983,2;983,2;982,6;1,9;66;3,5;;0
PALMEIRA DOS INDIOS;12/11/2023;100;22;22,6;22;92;92;88;983,1;983,3;983,1;2,4;63;4;;0
PALMEIRA DOS INDIOS;12/11/2023;200;21,4;22;21,4;95;95;92;982,9;983,2;982,9;1;116;4;;0
PALMEIRA DOS INDIOS;12/11/2023;300;21,4;21,6;21,4;97;97;95;982,4;982,9;982,4;0,4;84;2;;0
PALMEIRA DOS INDIOS;12/11/2023;400;21,6;21,6;20,8;99;100;97;981,2;982,4;981,2;2,4;79;4,2;;0
PALMEIRA DOS INDIOS;12/11/2023;500;21,1;22,1;21,1;99;99;97;980,9;981,2;980,9;0,5;126;4,6;;0
PALMEIRA DOS INDIOS;12/11/2023;600;20,4;21,1;20,3;;;;981,3;981,4;981;0,8;69;2;;0
PALMEIRA DOS INDIOS;12/11/2023;700;20,2;20,4;19,9;;;;981,4;981,6;981,1;1,9;106;2,8;;0
PALMEIRA DOS INDIOS;12/11/2023;800;21,1;21,1;20,2;;;;982,1;982,1;981,4;2,2;90;4,5;;0
PALMEIRA DOS INDIOS;12/11/2023;900;23;23;21,1;95;;;982,6;982,7;982,1;3,6;74;5,3;350;0
PALMEIRA DOS INDIOS;12/11/2023;1000;24,3;24,3;23;88;95;87;983,4;983,4;982,6;3,7;138;7,6;586,5;0
PALMEIRA DOS INDIOS;12/11/2023;1100;26,6;26,6;24,3;75;88;75;983,3;983,4;983,1;3,5;69;8;1252,6;0
